Cataract-intellectual disability-hypogonadism syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
194	GO:BP	GO:1903059	regulation of protein lipidation	0.0199746274531896	True	"""Any process that modulates the frequency, rate or extent of protein lipidation."" [GO_REF:0000058, GOC:rph, GOC:TermGenie, PMID:21909394]"	10	95	2	15719	0.0210526315789473	0.2	query_1	['GO:0006497', 'GO:0010556', 'GO:0031399', 'GO:0050746']	['RAB3GAP2', 'RAB3GAP1']
195	GO:BP	GO:0048757	pigment granule maturation	0.0199746274531896	True	"""Steps required to form a membrane-bounded organelle into a pigment granule containing pigment. Maturation is a developmental process, independent of morphogenetic (shape) change, that is required for a cell or structure to attain its fully functional state."" [GOC:dgh, GOC:jid, GOC:mh]"	10	95	2	15719	0.0210526315789473	0.2	query_1	['GO:0021700', 'GO:0043482', 'GO:0050931']	['RAB32', 'RAB38']
196	GO:BP	GO:0035646	endosome to melanosome transport	0.0199746274531896	True	"""The directed movement of substances from endosomes to the melanosome, a specialised lysosome-related organelle."" [PMID:16162817]"	10	95	2	15719	0.0210526315789473	0.2	query_1	['GO:0043485']	['RAB32', 'RAB38']
197	GO:BP	GO:0038179	neurotrophin signaling pathway	0.0199746274531896	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Neurotrophins are a family of secreted growth factors that induce the survival, development, and function of neurons."" [GOC:bf, GOC:jc, GOC:signaling, PMID:17466268, Wikipedia:Neurotrophin]"	38	95	3	15719	0.031578947368421	0.0789473684210526	query_1	['GO:0007166', 'GO:0071363']	['SORT1', 'NTRK1', 'NGF']
198	GO:BP	GO:0043485	endosome to pigment granule transport	0.0199746274531896	True	"""The directed movement of substances from endosomes to pigment granules."" [GOC:jl]"	10	95	2	15719	0.0210526315789473	0.2	query_1	['GO:0046907', 'GO:0048757']	['RAB32', 'RAB38']
200	GO:BP	GO:0051453	regulation of intracellular pH	0.0201481544121148	True	"""Any process that modulates the internal pH of a cell, measured by the concentration of the hydrogen ion."" [GOC:ai, GOC:dph, GOC:tb]"	83	95	4	15719	0.0421052631578947	0.0481927710843373	query_1	['GO:0030641', 'GO:0065008']	['RAB7A', 'RAB39A', 'TMEM9', 'RAB38']
113	GO:CC	GO:0044233	mitochondria-associated endoplasmic reticulum membrane	0.0202775602876364	True	"""A zone of apposition between endoplasmic-reticulum and mitochondrial membranes, structured by bridging complexes. These contact sites are thought to facilitate inter-organelle calcium and phospholipid exchange."" [GOC:jl, PMID:19556461, PMID:22078959, PMID:29626751, PMID:29684109]"	21	95	2	16420	0.0210526315789473	0.0952380952380952	query_1	['GO:0044232']	['RAB32', 'RAB38']
114	GO:CC	GO:0060170	ciliary membrane	0.0213532398796212	True	"""The portion of the plasma membrane surrounding a cilium."" [GOC:cilia, GOC:dph, GOC:rph]"	67	95	3	16420	0.031578947368421	0.044776119402985	query_1	['GO:0005929', 'GO:0031253', 'GO:0098588']	['RAB8A', 'EHD3', 'EHD1']
201	GO:BP	GO:0030031	cell projection assembly	0.0217217460144535	True	"""Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	548	95	10	15719	0.1052631578947368	0.0182481751824817	query_1	['GO:0022607', 'GO:0030030']	['RAB8A', 'HTT', 'RAB3IP', 'RAB5A', 'RILP', 'EHD3', 'EHD2', 'GDI2', 'EHD1', 'RAB23']
202	GO:BP	GO:0007029	endoplasmic reticulum organization	0.0217807982866929	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum."" [GOC:dph, GOC:jl, GOC:mah]"	85	95	4	15719	0.0421052631578947	0.0470588235294117	query_1	['GO:0006996', 'GO:0010256']	['RAB3GAP2', 'RAB10', 'RAB18', 'RAB3GAP1']
203	GO:BP	GO:0010508	positive regulation of autophagy	0.0230674582705146	True	"""Any process that activates, maintains or increases the rate of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]"	145	95	5	15719	0.0526315789473684	0.0344827586206896	query_1	['GO:0006914', 'GO:0010506', 'GO:0031331']	['OPTN', 'MTDH', 'HTT', 'RAB3GAP2', 'RAB3GAP1']
204	GO:BP	GO:0048518	positive regulation of biological process	0.023227962695057	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5899	95	50	15719	0.5263157894736842	0.0084760128835395	query_1	['GO:0008150', 'GO:0050789']	['RAB34', 'GPAM', 'RAB1B', 'TPX2', 'ANKLE2', 'RAB7A', 'PAWR', 'OPTN', 'MTDH', 'PSEN1', 'HTT', 'TMEM102', 'TMEM9', 'RAB31', 'APH1B', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'IL24', 'NCSTN', 'RABGEF1', 'RAB38', 'RAB5A', 'GGA1', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NTRK1', 'NGF', 'SIRT2', 'APP', 'SUN2', 'EHD1', 'RAB3GAP1', 'RAB3A']
205	GO:BP	GO:1990535	neuron projection maintenance	0.0234951441085295	True	"""The organization process that preserves a neuron projection in a stable functional or structural state. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:kmv, PMID:25359212]"	11	95	2	15719	0.0210526315789473	0.1818181818181818	query_1	['GO:0106027']	['PSEN1', 'APP']
206	GO:BP	GO:1903441	protein localization to ciliary membrane	0.0234951441085295	True	"""A process in which a protein is transported to, or maintained in, a location within a ciliary membrane."" [GO_REF:0000087, GOC:cilia, GOC:krc, GOC:TermGenie, PMID:22139371]"	11	95	2	15719	0.0210526315789473	0.1818181818181818	query_1	['GO:0061512', 'GO:0072657', 'GO:1990778']	['RABEP1', 'GGA1']
210	GO:BP	GO:0072384	organelle transport along microtubule	0.0237614291478763	True	"""The directed movement of an organelle along a microtubule, mediated by motor proteins. This process begins with the attachment of an organelle to a microtubule, and ends when the organelle reaches its final destination."" [GOC:mah]"	88	95	4	15719	0.0421052631578947	0.0454545454545454	query_1	['GO:0010970', 'GO:0051656']	['HTT', 'RAB1A', 'SUN2', 'RAB6A']
209	GO:BP	GO:0051130	positive regulation of cellular component organization	0.0237614291478763	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	95	15	15719	0.1578947368421052	0.0139017608897126	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['PSEN1', 'HTT', 'RAB31', 'RAB8B', 'RAB3GAP2', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NTRK1', 'NGF', 'SIRT2', 'APP', 'EHD1', 'RAB3GAP1']
208	GO:BP	GO:0030182	neuron differentiation	0.0237614291478763	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]"	1307	95	17	15719	0.1789473684210526	0.0130068859984697	query_1	['GO:0030154', 'GO:0048699']	['MICALL1', 'RAB8A', 'PSEN1', 'RAB13', 'NGFR', 'SALL1', 'GDI1', 'MECP2', 'AURKA', 'NTRK1', 'NGF', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3A', 'RAB6A']
211	GO:BP	GO:0050806	positive regulation of synaptic transmission	0.0237614291478763	True	"""Any process that activates or increases the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse."" [GOC:ai]"	147	95	5	15719	0.0526315789473684	0.0340136054421768	query_1	['GO:0007268', 'GO:0010647', 'GO:0023056', 'GO:0050804']	['NCSTN', 'MECP2', 'NTRK1', 'APP', 'RAB3GAP1']
207	GO:BP	GO:0030641	regulation of cellular pH	0.0237614291478763	True	"""Any process involved in the maintenance of an internal equilibrium of hydrogen ions (protons) within a cell or between a cell and its external environment."" [GOC:dph, GOC:mah, GOC:tb]"	88	95	4	15719	0.0421052631578947	0.0454545454545454	query_1	['GO:0006885', 'GO:0030003']	['RAB7A', 'RAB39A', 'TMEM9', 'RAB38']
212	GO:BP	GO:0050890	cognition	0.0241028397657564	True	"""The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory."" [ISBN:0721619908]"	294	95	7	15719	0.0736842105263157	0.0238095238095238	query_1	['GO:0050877']	['PSEN1', 'HTT', 'NCSTN', 'MECP2', 'NTRK1', 'NGF', 'APP']
213	GO:BP	GO:0001881	receptor recycling	0.0244108280638251	True	"""The process that results in the return of receptor molecules to an active state and an active cellular location after they have been stimulated by a ligand. An active state is when the receptor is ready to receive a signal."" [GOC:dph]"	42	95	3	15719	0.031578947368421	0.0714285714285714	query_1	['GO:0043112']	['OPTN', 'PSEN1', 'EHD3']
214	GO:BP	GO:0099003	vesicle-mediated transport in synapse	0.0244108280638251	True	"""Any vesicle-mediated transport that occurs in a synapse."" [GOC:dos]"	218	95	6	15719	0.0631578947368421	0.0275229357798165	query_1	['GO:0016192']	['RAB8A', 'PSEN1', 'RAB5A', 'PPFIA3', 'RAB3GAP1', 'RAB3A']
59	REAC	REAC:R-HSA-209543	p75NTR recruits signalling complexes	0.024718808009451	True	p75NTR recruits signalling complexes	13	82	2	10022	0.024390243902439	0.1538461538461538	query_1	['REAC:R-HSA-193639']	['NGFR', 'NGF']
60	REAC	REAC:R-HSA-209560	NF-kB is activated and signals survival	0.024718808009451	True	NF-kB is activated and signals survival	13	82	2	10022	0.024390243902439	0.1538461538461538	query_1	['REAC:R-HSA-193639']	['NGFR', 'NGF']
61	REAC	REAC:R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	0.024718808009451	True	Golgi Cisternae Pericentriolar Stack Reorganization	13	82	2	10022	0.024390243902439	0.1538461538461538	query_1	['REAC:R-HSA-68875']	['RAB1B', 'RAB1A']
58	REAC	REAC:R-HSA-9637687	Suppression of phagosomal maturation	0.024718808009451	True	Suppression of phagosomal maturation	13	82	2	10022	0.024390243902439	0.1538461538461538	query_1	['REAC:R-HSA-9637690']	['RAB7A', 'RAB5A']
62	REAC	REAC:R-HSA-69275	G2/M Transition	0.025204688150017	True	G2/M Transition	194	82	6	10022	0.073170731707317	0.0309278350515463	query_1	['REAC:R-HSA-453274']	['TPX2', 'OPTN', 'RAB8A', 'HMMR', 'YWHAE', 'AURKA']
215	GO:BP	GO:0006915	apoptotic process	0.0252510087430313	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	95	21	15719	0.2210526315789473	0.0116731517509727	query_1	['GO:0012501']	['GPAM', 'SORT1', 'TPX2', 'ANKLE2', 'PAWR', 'MTDH', 'PSEN1', 'HTT', 'TMEM102', 'BMX', 'BACE1', 'RABEP1', 'IL24', 'NCSTN', 'NGFR', 'MECP2', 'AURKA', 'NTRK1', 'NGF', 'SIRT2', 'APP']
217	GO:BP	GO:2000300	regulation of synaptic vesicle exocytosis	0.0257600604913851	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle exocytosis."" [GOC:obol]"	43	95	3	15719	0.031578947368421	0.0697674418604651	query_1	['GO:0016079', 'GO:0046928', 'GO:1903305']	['RAB5A', 'RAB3GAP1', 'RAB3A']
216	GO:BP	GO:0006623	protein targeting to vacuole	0.0257600604913851	True	"""The process of directing proteins towards the vacuole, usually using signals contained within the protein."" [GOC:curators]"	43	95	3	15719	0.031578947368421	0.0697674418604651	query_1	['GO:0006605', 'GO:0007034', 'GO:0072666']	['SORT1', 'RAB7A', 'GGA3']
64	REAC	REAC:R-HSA-453274	Mitotic G2-G2/M phases	0.0257706584445575	True	Mitotic G2-G2/M phases	196	82	6	10022	0.073170731707317	0.0306122448979591	query_1	['REAC:R-HSA-69278']	['TPX2', 'OPTN', 'RAB8A', 'HMMR', 'YWHAE', 'AURKA']
63	REAC	REAC:R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	0.0257706584445575	True	Regulation of PLK1 Activity at G2/M Transition	86	82	4	10022	0.048780487804878	0.0465116279069767	query_1	['REAC:R-HSA-69275']	['OPTN', 'RAB8A', 'YWHAE', 'AURKA']
65	REAC	REAC:R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	0.025775935440098	True	TP53 Regulates Transcription of Cell Death Genes	44	82	3	10022	0.0365853658536585	0.0681818181818181	query_1	['REAC:R-HSA-3700989']	['RABGGTB', 'RABGGTA', 'CHM']
67	REAC	REAC:R-HSA-1483257	Phospholipid metabolism	0.025775935440098	True	Phospholipid metabolism	197	82	6	10022	0.073170731707317	0.0304568527918781	query_1	['REAC:R-HSA-556833']	['RAB14', 'GPAM', 'RUFY1', 'BMX', 'RAB5A', 'RAB4A']
68	REAC	REAC:R-HSA-169893	Prolonged ERK activation events	0.025775935440098	True	Prolonged ERK activation events	14	82	2	10022	0.024390243902439	0.1428571428571428	query_1	['REAC:R-HSA-187687']	['NTRK1', 'NGF']
66	REAC	REAC:R-HSA-177504	Retrograde neurotrophin signalling	0.025775935440098	True	Retrograde neurotrophin signalling	14	82	2	10022	0.024390243902439	0.1428571428571428	query_1	['REAC:R-HSA-187037']	['NTRK1', 'NGF']
115	GO:CC	GO:0005905	clathrin-coated pit	0.0258143875089272	True	"""A part of the endomembrane system in the form of an invagination of a membrane upon which a clathrin coat forms, and that can be converted by vesicle budding into a clathrin-coated vesicle. Coated pits form on the plasma membrane, where they are involved in receptor-mediated selective transport of many proteins and other macromolecules across the cell membrane, in the trans-Golgi network, and on some endosomes."" [GOC:mah, ISBN:0198506732, NIF_Subcellular:sao1969557946, PMID:10559856, PMID:17284835]"	72	95	3	16420	0.031578947368421	0.0416666666666666	query_1	['GO:0012505', 'GO:0098590']	['SORT1', 'APP', 'RAB35']
218	GO:BP	GO:0071287	cellular response to manganese ion	0.0265445865534894	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a manganese ion stimulus."" [GOC:mah]"	12	95	2	15719	0.0210526315789473	0.1666666666666666	query_1	['GO:0010042', 'GO:0071248']	['BACE1', 'APP']
219	GO:BP	GO:0050877	nervous system process	0.0270516528360684	True	"""A organ system process carried out by any of the organs or tissues of neurological system."" [GOC:ai, GOC:mtg_cardio]"	1098	95	15	15719	0.1578947368421052	0.0136612021857923	query_1	['GO:0003008']	['EEA1', 'PSEN1', 'HTT', 'BACE1', 'RABGGTB', 'NCSTN', 'RABGGTA', 'CHM', 'MECP2', 'NTRK1', 'NGF', 'APP', 'HPS1', 'RAB3GAP1', 'RAB3A']
220	GO:BP	GO:0061564	axon development	0.0274698052169261	True	"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]"	478	95	9	15719	0.0947368421052631	0.0188284518828451	query_1	['GO:0031175']	['RAB8A', 'PSEN1', 'NGFR', 'GDI1', 'NTRK1', 'NGF', 'RAB10', 'APP', 'RAB3A']
221	GO:BP	GO:0051050	positive regulation of transport	0.0298275216130042	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	889	95	13	15719	0.1368421052631579	0.014623172103487	query_1	['GO:0006810', 'GO:0048518', 'GO:0051049']	['RAB7A', 'PSEN1', 'HTT', 'RAB31', 'HPS4', 'RAB8B', 'RAB5A', 'EHD3', 'YWHAE', 'EHD2', 'EHD1', 'RAB3GAP1', 'RAB3A']
116	GO:CC	GO:0005789	endoplasmic reticulum membrane	0.0301227078096406	True	"""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]"	1090	95	13	16420	0.1368421052631579	0.0119266055045871	query_1	['GO:0031090', 'GO:0042175', 'GO:0098827']	['RAB1B', 'SORT1', 'ANKLE2', 'MTDH', 'PSEN1', 'PSENEN', 'NAT8', 'RAB3GAP2', 'APH1A', 'RAB10', 'RAB18', 'RAB3GAP1', 'RAB6A']
117	GO:CC	GO:0032580	Golgi cisterna membrane	0.0302295964427956	True	"""The lipid bilayer surrounding any of the thin, flattened compartments that form the central portion of the Golgi complex."" [GOC:ecd, GOC:mah]"	77	95	3	16420	0.031578947368421	0.0389610389610389	query_1	['GO:0031090', 'GO:0031985']	['SORT1', 'PSENEN', 'APH1A']
119	GO:CC	GO:0031594	neuromuscular junction	0.0302295964427956	True	"""The junction between the axon of a motor neuron and a muscle fiber. In response to the arrival of action potentials, the presynaptic button releases molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane of the muscle fiber, leading to a change in post-synaptic potential."" [GOC:nln]"	77	95	3	16420	0.031578947368421	0.0389610389610389	query_1	['GO:0045202']	['PSEN1', 'NGFR', 'APP']
118	GO:CC	GO:0098827	endoplasmic reticulum subcompartment	0.0302295964427956	True	"""A distinct region of the endoplasmic reticulum."" [GOC:dos]"	1094	95	13	16420	0.1368421052631579	0.0118829981718464	query_1	['GO:0005783', 'GO:0031984']	['RAB1B', 'SORT1', 'ANKLE2', 'MTDH', 'PSEN1', 'PSENEN', 'NAT8', 'RAB3GAP2', 'APH1A', 'RAB10', 'RAB18', 'RAB3GAP1', 'RAB6A']
122	GO:CC	GO:0042582	azurophil granule	0.0303790444806706	True	"""Primary lysosomal granule found in neutrophil granulocytes. Contains a wide range of hydrolytic enzymes and is released into the extracellular fluid."" [GOC:jl, PMID:17152095]"	147	95	4	16420	0.0421052631578947	0.0272108843537414	query_1	['GO:0005766', 'GO:0030141']	['PSEN1', 'NCSTN', 'RAB5C', 'GDI2']
121	GO:CC	GO:0070161	anchoring junction	0.0303790444806706	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	95	11	16420	0.1157894736842105	0.0128654970760233	query_1	['GO:0030054']	['MTDH', 'NCSTN', 'RAB13', 'NGFR', 'EHD3', 'SHROOM3', 'YWHAE', 'GDI2', 'RAB10', 'SIRT2', 'APP']
120	GO:CC	GO:0005766	primary lysosome	0.0303790444806706	True	"""A lysosome before it has fused with a vesicle or vacuole."" [GOC:jl, ISBN:0815316194]"	147	95	4	16420	0.0421052631578947	0.0272108843537414	query_1	['GO:0005764']	['PSEN1', 'NCSTN', 'RAB5C', 'GDI2']
223	GO:BP	GO:0048066	developmental pigmentation	0.0305501876238804	True	"""The developmental process that results in the deposition of coloring matter in an organism, tissue or cell."" [ISBN:0582227089]"	46	95	3	15719	0.031578947368421	0.0652173913043478	query_1	['GO:0043473']	['HPS4', 'RAB32', 'RAB38']
222	GO:BP	GO:0051036	regulation of endosome size	0.0305501876238804	True	"""Any process that modulates the volume of an endosome, a membrane-bounded organelle that carries materials newly ingested by endocytosis."" [GOC:ai]"	13	95	2	15719	0.0210526315789473	0.1538461538461538	query_1	['GO:0097494']	['RAB5A', 'RILP']
123	GO:CC	GO:0005576	extracellular region	0.0312750808923458	True	"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]"	3767	95	32	16420	0.3368421052631579	0.0084948234669498	query_1	['GO:0110165']	['RAB34', 'RAB14', 'RBSN', 'RAB1B', 'RAB7A', 'EEA1', 'RAB8A', 'OSBPL1A', 'RAB8B', 'RAB5B', 'IL24', 'NCSTN', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'RAB1A', 'YWHAE', 'PPFIA3', 'EHD2', 'MECP2', 'NGF', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
124	GO:CC	GO:0005819	spindle	0.0312750808923458	True	"""The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart."" [ISBN:0198547684]"	420	95	7	16420	0.0736842105263157	0.0166666666666666	query_1	['GO:0015630', 'GO:0043232']	['TPX2', 'TMEM9', 'HMMR', 'AURKA', 'SIRT2', 'APP', 'ACOT13']
125	GO:CC	GO:0036186	early phagosome membrane	0.0319945030189635	True	"""The lipid bilayer surrounding an early phagosome."" [GOC:phg]"	2	95	1	16420	0.0105263157894736	0.5	query_1	['GO:0030670', 'GO:0032009']	['RAB31']
126	GO:CC	GO:0005791	rough endoplasmic reticulum	0.0319945030189635	True	"""The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae."" [ISBN:0198506732]"	81	95	3	16420	0.031578947368421	0.037037037037037	query_1	['GO:0005783']	['RAB14', 'PSEN1', 'APP']
127	GO:CC	GO:0070381	endosome to plasma membrane transport vesicle	0.0319945030189635	True	"""A transport vesicle that mediates transport from the endosome to the plasma membrane, and fuses with the plasma membrane to deliver lipids and membrane proteins to the plasma membrane and to release various cargo molecules, such as proteins or hormones, by exocytosis."" [GOC:kad, GOC:mah, PMID:10679016, PMID:12110576]"	2	95	1	16420	0.0105263157894736	0.5	query_1	['GO:0070382']	['RAB6A']
128	GO:CC	GO:0005880	nuclear microtubule	0.0319945030189635	True	"""Any microtubule in the nucleus of a cell."" [GOC:mah]"	2	95	1	16420	0.0105263157894736	0.5	query_1	['GO:0005634', 'GO:0005874']	['TPX2']
69	REAC	REAC:R-HSA-2995383	Initiation of Nuclear Envelope (NE) Reformation	0.0322307302293202	True	Initiation of Nuclear Envelope (NE) Reformation	16	82	2	10022	0.024390243902439	0.125	query_1	['REAC:R-HSA-2995410']	['ANKLE2', 'SIRT2']
70	REAC	REAC:R-HSA-264642	Acetylcholine Neurotransmitter Release Cycle	0.0322307302293202	True	Acetylcholine Neurotransmitter Release Cycle	16	82	2	10022	0.024390243902439	0.125	query_1	['REAC:R-HSA-112310']	['PPFIA3', 'RAB3A']
71	REAC	REAC:R-HSA-193639	p75NTR signals via NF-kB	0.0322307302293202	True	p75NTR signals via NF-kB	16	82	2	10022	0.024390243902439	0.125	query_1	['REAC:R-HSA-193704']	['NGFR', 'NGF']
224	GO:BP	GO:1901652	response to peptide	0.0322491240080076	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	491	95	9	15719	0.0947368421052631	0.0183299389002036	query_1	['GO:0010243', 'GO:1901700']	['SORT1', 'RAB8A', 'PSEN1', 'RAB31', 'BACE1', 'RAB13', 'NGFR', 'RAB10', 'APP']
225	GO:BP	GO:0021700	developmental maturation	0.0322491240080076	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure, cell or cellular component to attain its fully functional state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	313	95	7	15719	0.0736842105263157	0.0223642172523961	query_1	['GO:0032502']	['RAB32', 'RAB38', 'MECP2', 'AURKA', 'SIRT2', 'APP', 'RAB3A']
226	GO:BP	GO:0006885	regulation of pH	0.0327399325460012	True	"""Any process involved in the maintenance of an internal equilibrium of hydrogen ions, thereby modulating the internal pH, within an organism or cell."" [GOC:dph, GOC:go_curators, GOC:tb]"	98	95	4	15719	0.0421052631578947	0.0408163265306122	query_1	['GO:0055080', 'GO:0065007']	['RAB7A', 'RAB39A', 'TMEM9', 'RAB38']
129	GO:CC	GO:0000792	heterochromatin	0.0328181735610176	True	"""A compact and highly condensed form of chromatin that is refractory to transcription."" [PMID:32017156]"	82	95	3	16420	0.031578947368421	0.0365853658536585	query_1	['GO:0000785']	['SALL1', 'MECP2', 'SIRT2']
130	GO:CC	GO:0005814	centriole	0.0333908686764757	True	"""A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."" [ISBN:0198547684]"	154	95	4	16420	0.0421052631578947	0.0259740259740259	query_1	['GO:0005815', 'GO:0043232']	['RAB8A', 'HTT', 'AURKA', 'SIRT2']
227	GO:BP	GO:0012501	programmed cell death	0.0336099894206296	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	95	21	15719	0.2210526315789473	0.0113513513513513	query_1	['GO:0008219']	['GPAM', 'SORT1', 'TPX2', 'ANKLE2', 'PAWR', 'MTDH', 'PSEN1', 'HTT', 'TMEM102', 'BMX', 'BACE1', 'RABEP1', 'IL24', 'NCSTN', 'NGFR', 'MECP2', 'AURKA', 'NTRK1', 'NGF', 'SIRT2', 'APP']
228	GO:BP	GO:0072599	establishment of protein localization to endoplasmic reticulum	0.0336286380650384	True	"""The directed movement of a protein to a specific location in the endoplasmic reticulum."" [GOC:mah]"	48	95	3	15719	0.031578947368421	0.0625	query_1	['GO:0070972', 'GO:0072594']	['RAB3GAP2', 'RAB10', 'RAB3GAP1']
229	GO:BP	GO:0016485	protein processing	0.0338689044035845	True	"""Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein."" [GOC:curators, GOC:jl, GOC:jsg]"	236	95	6	15719	0.0631578947368421	0.0254237288135593	query_1	['GO:0006508', 'GO:0051604']	['PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'APH1A']
72	REAC	REAC:R-HSA-168249	Innate Immune System	0.0340802029748986	True	Innate Immune System	1022	82	16	10022	0.1951219512195122	0.0156555772994129	query_1	['REAC:R-HSA-168256']	['RAB14', 'RBSN', 'RAB7A', 'EEA1', 'PSEN1', 'RAB31', 'RAB5B', 'NCSTN', 'RAB5C', 'TRIM4', 'GDI2', 'RAB10', 'RAB18', 'APP', 'RAB3A', 'RAB6A']
231	GO:BP	GO:0042984	regulation of amyloid precursor protein biosynthetic process	0.0341306610308712	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of amyloid precursor protein (APP), the precursor of amyloid-beta."" [GOC:go_curators]"	14	95	2	15719	0.0210526315789473	0.1428571428571428	query_1	['GO:0010559', 'GO:0042983']	['PAWR', 'NCSTN']
232	GO:BP	GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	0.0341306610308712	True	"""The series of events involved in the perception of pain in which a mechanical stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos]"	14	95	2	15719	0.0210526315789473	0.1428571428571428	query_1	['GO:0050974', 'GO:0062149']	['BACE1', 'NTRK1']
