Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
439	GO:BP	GO:1990414	replication-born double-strand break repair via sister chromatid exchange	0.0045252553286212	True	"""The repair of a replication-born double-strand DNA break in which the DNA molecule is repaired using the homologous sequence of the sister chromatid which serves as a template to repair the breaks."" [GOC:rb, PMID:12820977, PMID:16888651]"	7	100	2	15719	0.02	0.2857142857142857	query_1	['GO:0000724']	['RAD51', 'XRCC1']
438	GO:BP	GO:0044806	G-quadruplex DNA unwinding	0.0045252553286212	True	"""The process by which G-quadruplex (also known as G4) DNA, which is a four-stranded DNA structure held together by guanine base pairing, is unwound or 'melted'."" [GOC:jl, GOC:se, PMID:23657261]"	7	100	2	15719	0.02	0.2857142857142857	query_1	['GO:0032392']	['BLM', 'WRN']
442	GO:BP	GO:0001701	in utero embryonic development	0.004717102092711	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	100	9	15719	0.09	0.0230179028132992	query_1	['GO:0043009']	['RBBP8', 'NBN', 'MSH2', 'TERF2', 'LIG4', 'BRCA2', 'AXIN1', 'POLB', 'TP53']
443	GO:BP	GO:0016570	histone modification	0.0048089601091338	True	"""The covalent alteration of one or more amino acid residues within a histone protein."" [GOC:krc]"	475	100	10	15719	0.1	0.0210526315789473	query_1	['GO:0036211']	['PAXIP1', 'BRCA2', 'POLE3', 'RAD51', 'USP7', 'BRCA1', 'CDK2', 'BARD1', 'TP53', 'RNF8']
445	GO:BP	GO:0051252	regulation of RNA metabolic process	0.0048931671066198	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	3448	100	36	15719	0.36	0.0104408352668213	query_1	['GO:0016070', 'GO:0019219', 'GO:0060255']	['RBBP8', 'BRIP1', 'MDM2', 'ATRX', 'TP53BP1', 'PTEN', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'MLH1', 'BRCA2', 'PCNA', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'USP7', 'APEX1', 'PRIM2', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'USP2', 'BARD1', 'POLB', 'MDM4', 'TNKS', 'TRIM27', 'TP53', 'RNF8']
444	GO:BP	GO:0042752	regulation of circadian rhythm	0.0048931671066198	True	"""Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:dph, GOC:jl, GOC:tb]"	117	100	5	15719	0.05	0.0427350427350427	query_1	['GO:0007623', 'GO:0050789']	['PARP1', 'USP7', 'PRKDC', 'USP2', 'TP53']
446	GO:BP	GO:0031398	positive regulation of protein ubiquitination	0.005268972308411	True	"""Any process that activates or increases the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	119	100	5	15719	0.05	0.042016806722689	query_1	['GO:0016567', 'GO:0031396', 'GO:1903322']	['FANCI', 'PTEN', 'PAXIP1', 'AXIN1', 'BRCA1']
150	REAC	REAC:R-HSA-392499	Metabolism of proteins	0.0055663429202915	True	Metabolism of proteins	1857	97	30	10022	0.3092783505154639	0.0161550888529886	query_1	['REAC:0000000']	['USP34', 'MDM2', 'RNF146', 'TP53BP1', 'RAD52', 'PTEN', 'HLTF', 'H2AX', 'MDC1', 'OTUD3', 'PCNA', 'TNKS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'RPA1', 'BLM', 'USP7', 'AXIN2', 'BRCA1', 'PRKDC', 'USP2', 'BARD1', 'POLB', 'WRN', 'MDM4', 'TNKS', 'TRIM27', 'TP53']
151	REAC	REAC:R-HSA-69541	Stabilization of p53	0.0057172774814505	True	Stabilization of p53	57	97	4	10022	0.0412371134020618	0.0701754385964912	query_1	['REAC:R-HSA-69563']	['MDM2', 'ATM', 'MDM4', 'TP53']
447	GO:BP	GO:1901699	cellular response to nitrogen compound	0.0057625525941264	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	667	100	12	15719	0.12	0.0179910044977511	query_1	['GO:0070887', 'GO:1901698']	['BRIP1', 'MDM2', 'ATRX', 'PARP1', 'DAXX', 'BLM', 'RAD51', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'TP53']
449	GO:BP	GO:0070537	histone H2A K63-linked deubiquitination	0.0058518063903304	True	"""A protein deubiquitination process in which a K63-linked ubiquitin chain, i.e. a polymer of ubiquitin formed by linkages between lysine residues at position 63 of the ubiquitin monomers, is removed from a lysine residue in histone H2A or the variant H2AX."" [GOC:mah, PMID:19202061, PMID:19214193]"	8	100	2	15719	0.02	0.25	query_1	['GO:0016578', 'GO:0070536']	['BRCA1', 'BARD1']
448	GO:BP	GO:0034091	regulation of maintenance of sister chromatid cohesion	0.0058518063903304	True	"""Any process that modulates the extent to which the association between sister chromatids of a replicated chromosome is maintained."" [GOC:mah, GOC:vw]"	8	100	2	15719	0.02	0.25	query_1	['GO:0007063', 'GO:0034086']	['ATRX', 'TNKS']
453	GO:BP	GO:0034182	regulation of maintenance of mitotic sister chromatid cohesion	0.0058518063903304	True	"""Any process that modulates the extent to which the association between sister chromatids of a replicated chromosome is maintained during a mitotic cell cycle."" [GOC:mah, GOC:vw]"	8	100	2	15719	0.02	0.25	query_1	['GO:0034088', 'GO:0034091']	['ATRX', 'TNKS']
451	GO:BP	GO:1900543	negative regulation of purine nucleotide metabolic process	0.0058518063903304	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of purine nucleotide metabolic process."" [GOC:TermGenie]"	8	100	2	15719	0.02	0.25	query_1	['GO:0006163', 'GO:0045980', 'GO:1900542']	['PARP1', 'TP53']
450	GO:BP	GO:0019220	regulation of phosphate metabolic process	0.0058518063903304	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1280	100	18	15719	0.18	0.0140625	query_1	['GO:0006796', 'GO:0051174']	['HUS1', 'NBN', 'RAD50', 'PTEN', 'XRCC6', 'TERF2IP', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'MRE11', 'RAD51', 'AXIN2', 'PRKDC', 'BARD1', 'TRIM27', 'TP53']
452	GO:BP	GO:0006290	pyrimidine dimer repair	0.0058518063903304	True	"""The repair of UV-induced T-T, C-T and C-C dimers."" [ISBN:0815316194]"	8	100	2	15719	0.02	0.25	query_1	['GO:0006281']	['ERCC1', 'POLB']
454	GO:BP	GO:0051174	regulation of phosphorus metabolic process	0.0058913349764185	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1281	100	18	15719	0.18	0.0140515222482435	query_1	['GO:0006793', 'GO:0031323']	['HUS1', 'NBN', 'RAD50', 'PTEN', 'XRCC6', 'TERF2IP', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'MRE11', 'RAD51', 'AXIN2', 'PRKDC', 'BARD1', 'TRIM27', 'TP53']
81	GO:CC	GO:1902911	protein kinase complex	0.0059547979833311	True	"""A protein complex which is capable of protein kinase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:24606918]"	146	100	5	16420	0.05	0.0342465753424657	query_1	['GO:0061695']	['XRCC6', 'PCNA', 'XRCC5', 'CDK2', 'PRKDC']
455	GO:BP	GO:0048609	multicellular organismal reproductive process	0.0061185748883788	True	"""The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."" [GOC:dph, GOC:jid, GOC:tb]"	867	100	14	15719	0.14	0.0161476355247981	query_1	['GO:0022414', 'GO:0032504']	['BRIP1', 'MSH2', 'ATRX', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'PARP1', 'ERCC1', 'FANCD2', 'ATM', 'TRIM27', 'RNF8', 'MSH6']
457	GO:BP	GO:0009894	regulation of catabolic process	0.0062882242455559	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	971	100	15	15719	0.15	0.015447991761071	query_1	['GO:0009056', 'GO:0019222']	['MDM2', 'PTEN', 'MLH1', 'AXIN1', 'ERCC4', 'ATM', 'USP7', 'APEX1', 'AXIN2', 'CDK2', 'BARD1', 'POLB', 'MDM4', 'TRIM27', 'TP53']
456	GO:BP	GO:0045738	negative regulation of DNA repair	0.0062882242455559	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	33	100	3	15719	0.03	0.0909090909090909	query_1	['GO:0006281', 'GO:0006282', 'GO:0048585', 'GO:0051053']	['TP53BP1', 'TERF2', 'RMI2']
458	GO:BP	GO:0062197	cellular response to chemical stress	0.006389027867135	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	100	8	15719	0.08	0.0242424242424242	query_1	['GO:0033554', 'GO:0070887']	['RAD52', 'PCNA', 'PARP1', 'XRCC5', 'FANCD2', 'ATM', 'APEX1', 'TP53']
459	GO:BP	GO:0022607	cellular component assembly	0.0065833448465143	True	"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]"	2852	100	31	15719	0.31	0.0108695652173913	query_1	['GO:0016043', 'GO:0044085']	['ACD', 'BRIP1', 'NBN', 'MDM2', 'ATRX', 'TP53BP1', 'TERF2', 'RAD52', 'PTEN', 'MLH1', 'H2AX', 'TERF1', 'TINF2', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'POLE3', 'RAD51', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'WRN', 'MDM4', 'TNKS', 'TP53']
460	GO:BP	GO:0002819	regulation of adaptive immune response	0.0068730498936052	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response."" [GOC:add]"	189	100	6	15719	0.06	0.0317460317460317	query_1	['GO:0002250', 'GO:0050776']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1', 'TRIM27']
82	GO:CC	GO:0030877	beta-catenin destruction complex	0.0069029568073857	True	"""A cytoplasmic protein complex containing glycogen synthase kinase-3-beta (GSK-3-beta), the adenomatous polyposis coli protein (APC), and the scaffolding protein axin, among others; phosphorylates beta-catenin, targets it for degradation by the proteasome."" [PMID:14600025]"	12	100	2	16420	0.02	0.1666666666666666	query_1	['GO:0140535', 'GO:1902494']	['AXIN1', 'AXIN2']
152	REAC	REAC:R-HSA-162587	HIV Life Cycle	0.0071677364146546	True	HIV Life Cycle	145	97	6	10022	0.0618556701030927	0.0413793103448275	query_1	['REAC:R-HSA-162906']	['XRCC6', 'LIG4', 'FEN1', 'LIG1', 'XRCC4', 'XRCC5']
462	GO:BP	GO:0045980	negative regulation of nucleotide metabolic process	0.0073444440505551	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleotides."" [GOC:go_curators]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0006140', 'GO:0009117', 'GO:0045934', 'GO:0045936', 'GO:0062014']	['PARP1', 'TP53']
461	GO:BP	GO:0085020	protein K6-linked ubiquitination	0.0073444440505551	True	"""A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 6 of the ubiquitin monomers, is added to a protein. K6-linked ubiquitination is involved in DNA repair."" [GOC:sp]"	9	100	2	15719	0.02	0.2222222222222222	query_1	['GO:0000209']	['BRCA1', 'BARD1']
464	GO:BP	GO:0060218	hematopoietic stem cell differentiation	0.0073617051528551	True	"""The process in which a relatively unspecialized cell acquires specialized features of a hematopoietic stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [GOC:bf, GOC:BHF, GOC:dph, GOC:rl, PMID:15378083]"	35	100	3	15719	0.03	0.0857142857142857	query_1	['GO:0002244', 'GO:0048863']	['XRCC5', 'PRKDC', 'TP53']
463	GO:BP	GO:0016070	RNA metabolic process	0.0073617051528551	True	"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]"	4214	100	41	15719	0.41	0.0097294731846226	query_1	['GO:0090304']	['RBBP8', 'BRIP1', 'MDM2', 'ATRX', 'TP53BP1', 'PTEN', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'MLH1', 'FEN1', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'USP7', 'APEX1', 'PRIM2', 'EXO1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'USP2', 'BARD1', 'POLB', 'MDM4', 'TNKS', 'TRIM27', 'TP53', 'RNF8']
465	GO:BP	GO:0036211	protein modification process	0.0074201351355954	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3399	100	35	15719	0.35	0.0102971462194763	query_1	['GO:0019538', 'GO:0043412']	['USP34', 'HUS1', 'NBN', 'MDM2', 'RNF146', 'RAD50', 'FANCI', 'PTEN', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'BRCA2', 'OTUD3', 'TNKS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'USP7', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'USP2', 'BARD1', 'TNKS', 'TRIM27', 'TP53', 'RNF8']
466	GO:BP	GO:0060322	head development	0.0077420077037494	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	100	13	15719	0.13	0.0164348925410872	query_1	['GO:0048856']	['ATRX', 'PTEN', 'H2AX', 'BRCA2', 'RAD1', 'AXIN1', 'XRCC5', 'FANCD2', 'ATM', 'PRKDC', 'XRCC1', 'WRN', 'TP53']
153	REAC	REAC:R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	0.0081378756622729	True	Cytosolic sensors of pathogen-associated DNA 	63	97	4	10022	0.0412371134020618	0.0634920634920634	query_1	['REAC:R-HSA-168249']	['XRCC6', 'XRCC5', 'MRE11', 'PRKDC']
154	REAC	REAC:R-HSA-8948747	Regulation of PTEN localization	0.0081378756622729	True	Regulation of PTEN localization	9	97	2	10022	0.0206185567010309	0.2222222222222222	query_1	['REAC:R-HSA-6807070']	['PTEN', 'USP7']
467	GO:BP	GO:0048731	system development	0.0082618053851027	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	100	37	15719	0.37	0.0100298183789644	query_1	['GO:0007275', 'GO:0048856']	['ACD', 'BRIP1', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'PTEN', 'HLTF', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'H2AX', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'PMS2', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'AXIN2', 'BRCA1', 'PRKDC', 'XRCC1', 'POLB', 'WRN', 'PREX2', 'MDM4', 'TP53', 'RNF8', 'MSH6']
468	GO:BP	GO:0031399	regulation of protein modification process	0.0086004495778947	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	1440	100	19	15719	0.19	0.0131944444444444	query_1	['GO:0036211', 'GO:0051246']	['HUS1', 'NBN', 'RAD50', 'FANCI', 'PTEN', 'XRCC6', 'TERF2IP', 'PAXIP1', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'MRE11', 'RAD51', 'AXIN2', 'BRCA1', 'PRKDC', 'TRIM27', 'TP53']
469	GO:BP	GO:0007165	signal transduction	0.008810794202984	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5252	100	48	15719	0.48	0.0091393754760091	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['USP34', 'RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'RNF146', 'ATRX', 'TP53BP1', 'RAD50', 'PTEN', 'TERF2IP', 'PAXIP1', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'OTUD3', 'TNKS2', 'PARP1', 'DAXX', 'AXIN1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'USP7', 'HUS1B', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'USP2', 'BARD1', 'POLB', 'PREX2', 'MDM4', 'TNKS', 'TRIM27', 'TP53', 'MSH6']
470	GO:BP	GO:0032504	multicellular organism reproduction	0.0089681921936951	True	"""The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:isa_complete, GOC:jid]"	906	100	14	15719	0.14	0.0154525386313465	query_1	['GO:0000003', 'GO:0032501']	['BRIP1', 'MSH2', 'ATRX', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'PARP1', 'ERCC1', 'FANCD2', 'ATM', 'TRIM27', 'RNF8', 'MSH6']
471	GO:BP	GO:0033314	mitotic DNA replication checkpoint signaling	0.0089681921936951	True	"""A signal transduction process that contributes to a mitotic DNA replication checkpoint."" [GOC:mtg_cell_cycle]"	10	100	2	15719	0.02	0.2	query_1	['GO:0000076', 'GO:0044774', 'GO:0044818']	['HUS1', 'HUS1B']
472	GO:BP	GO:0006513	protein monoubiquitination	0.0090480469568142	True	"""Addition of a single ubiquitin group to a protein."" [GOC:ai]"	81	100	4	15719	0.04	0.0493827160493827	query_1	['GO:0016567']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
473	GO:BP	GO:0045740	positive regulation of DNA replication	0.009180956743869	True	"""Any process that activates or increases the frequency, rate or extent of DNA replication."" [GOC:go_curators]"	38	100	3	15719	0.03	0.0789473684210526	query_1	['GO:0006260', 'GO:0006275', 'GO:0051054']	['ATRX', 'PCNA', 'CDK2']
474	GO:BP	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.0092710595228385	True	"""Any process that activates or increases the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	137	100	5	15719	0.05	0.0364963503649635	query_1	['GO:0031401', 'GO:0070647', 'GO:1903320']	['FANCI', 'PTEN', 'PAXIP1', 'AXIN1', 'BRCA1']
83	GO:CC	GO:0140672	ATAC complex	0.0093300658180092	True	"""A chromatin remodelling complex that regulates transcription via acetylation primarily of nucleosomal histones H3 and possibly H4. Shares the histone acetylation (HAT) module of GCN5/PCAF-ADA2-ADA3-SGF29 (or orthologs) with the related SAGA complex (GO:0000124). Contains HAT subunits GCN5 or PCAF in a mutually exclusive manner. In addition to the HAT module contains DR1/NC2B, KAT14, MBIP, WDR5, YEATS2 and ZZZ3 or orthologs. Also regulates the activity of non-histone targets and orchestrates mitotic progression by regulating Cyclin A degradation through acetylation."" [GOC:bhm, PMID:19936620, PMID:20562830, PMID:28966424]"	14	100	2	16420	0.02	0.1428571428571428	query_1	['GO:0070461']	['POLE4', 'POLE3']
475	GO:BP	GO:0007623	circadian rhythm	0.0093362634466601	True	"""Any biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators]"	202	100	6	15719	0.06	0.0297029702970297	query_1	['GO:0048511']	['PTEN', 'PARP1', 'USP7', 'PRKDC', 'USP2', 'TP53']
476	GO:BP	GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	0.0097971056414632	True	"""Any process that modulates the frequency, rate or extent of the cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:jl]"	39	100	3	15719	0.03	0.0769230769230769	query_1	['GO:0030330', 'GO:0080135', 'GO:1901796']	['MDM2', 'ATM', 'TP53']
477	GO:BP	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0097971056414632	True	"""Any process that modulates the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:mah]"	139	100	5	15719	0.05	0.0359712230215827	query_1	['GO:0043161', 'GO:0061136', 'GO:2000058']	['MDM2', 'AXIN1', 'USP7', 'AXIN2', 'CDK2']
478	GO:BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	0.0097971056414632	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, and ends when the execution phase of apoptosis is triggered."" [GOC:mah, GOC:mtg_apoptosis]"	83	100	4	15719	0.04	0.0481927710843373	query_1	['GO:0072331', 'GO:0097193']	['MDM2', 'MSH2', 'BRCA2', 'TP53']
155	REAC	REAC:R-HSA-2559585	Oncogene Induced Senescence	0.0098381716336053	True	Oncogene Induced Senescence	33	97	3	10022	0.0309278350515463	0.0909090909090909	query_1	['REAC:R-HSA-2559583']	['MDM2', 'MDM4', 'TP53']
156	REAC	REAC:R-HSA-3371453	Regulation of HSF1-mediated heat shock response	0.0099795977579396	True	Regulation of HSF1-mediated heat shock response	67	97	4	10022	0.0412371134020618	0.0597014925373134	query_1	['REAC:R-HSA-3371556']	['RPA2', 'RPA3', 'RPA1', 'ATM']
479	GO:BP	GO:0045814	negative regulation of gene expression, epigenetic	0.0101913645508703	True	"""An epigenetic process that silences gene expression at specific genomic regions through chromatin remodelling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the DNA."" [PMID:22243696]"	84	100	4	15719	0.04	0.0476190476190476	query_1	['GO:0010629', 'GO:0040029']	['ATRX', 'POLE3', 'CDK2', 'TRIM27']
157	REAC	REAC:R-HSA-4791275	Signaling by WNT in cancer	0.010513076309774	True	Signaling by WNT in cancer	34	97	3	10022	0.0309278350515463	0.088235294117647	query_1	['REAC:R-HSA-5663202']	['TNKS2', 'AXIN1', 'TNKS']
158	REAC	REAC:R-HSA-8953750	Transcriptional Regulation by E2F6	0.010513076309774	True	Transcriptional Regulation by E2F6	34	97	3	10022	0.0309278350515463	0.088235294117647	query_1	['REAC:R-HSA-212436']	['RBBP8', 'RAD51', 'BRCA1']
84	GO:CC	GO:0001741	XY body	0.010596704255328	True	"""A structure found in a male mammalian spermatocyte containing an unpaired X chromosome that has become densely heterochromatic, silenced and localized at the nuclear periphery."" [GOC:hjd, GOC:mr, PMID:20622855, Wikipedia:XY_sex-determination_system]"	15	100	2	16420	0.02	0.1333333333333333	query_1	['GO:0000803']	['H2AX', 'BRCA1']
480	GO:BP	GO:0061053	somite development	0.0105988934780421	True	"""The progression of a somite from its initial formation to the mature structure. Somites are mesodermal clusters that are arranged segmentally along the anterior posterior axis of an embryo."" [GOC:dph]"	85	100	4	15719	0.04	0.0470588235294117	query_1	['GO:0009790', 'GO:0060429']	['ATM', 'AXIN2', 'PRKDC', 'TP53']
481	GO:BP	GO:2000781	positive regulation of double-strand break repair	0.0105988934780421	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	85	100	4	15719	0.04	0.0470588235294117	query_1	['GO:0006302', 'GO:0045739', 'GO:2000779']	['RBBP8', 'PARP1', 'PRKDC', 'PNKP']
482	GO:BP	GO:0050821	protein stabilization	0.0106231468209975	True	"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]"	208	100	6	15719	0.06	0.0288461538461538	query_1	['GO:0031647']	['PTEN', 'OTUD3', 'USP7', 'USP2', 'MDM4', 'TP53']
483	GO:BP	GO:0009950	dorsal/ventral axis specification	0.0106231468209975	True	"""The establishment, maintenance and elaboration of the dorsal/ventral axis. The dorsal/ventral axis is defined by a line that runs orthogonal to both the anterior/posterior and left/right axes. The dorsal end is defined by the upper or back side of an organism. The ventral end is defined by the lower or front side of an organism."" [GOC:dph, GOC:go_curators, GOC:tb]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0009798', 'GO:0009953']	['AXIN1', 'AXIN2']
484	GO:BP	GO:0002328	pro-B cell differentiation	0.0106231468209975	True	"""The process in which a precursor cell type acquires the specialized features of a pro-B cell. Pro-B cells are the earliest stage of the B cell lineage and undergo heavy chain D and J gene rearrangements, although they are not fully committed."" [GOC:jal, ISBN:0781735149]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0002320']	['LIG4', 'PRKDC']
485	GO:BP	GO:0016310	phosphorylation	0.0107230380481501	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1704	100	21	15719	0.21	0.0123239436619718	query_1	['GO:0006796']	['HUS1', 'NBN', 'RAD50', 'PTEN', 'XRCC6', 'TERF2IP', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'ATM', 'MRE11', 'RAD51', 'AXIN2', 'CDK2', 'PRKDC', 'BARD1', 'TNKS', 'TRIM27', 'TP53', 'PNKP']
486	GO:BP	GO:0031396	regulation of protein ubiquitination	0.0108316830790022	True	"""Any process that modulates the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	209	100	6	15719	0.06	0.0287081339712918	query_1	['GO:0016567', 'GO:1903320']	['FANCI', 'PTEN', 'PAXIP1', 'DAXX', 'AXIN1', 'BRCA1']
487	GO:BP	GO:0031401	positive regulation of protein modification process	0.0113779399735087	True	"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	933	100	14	15719	0.14	0.015005359056806	query_1	['GO:0031399', 'GO:0036211', 'GO:0051247']	['NBN', 'RAD50', 'FANCI', 'PTEN', 'XRCC6', 'TERF2IP', 'PAXIP1', 'DAXX', 'AXIN1', 'XRCC5', 'MRE11', 'AXIN2', 'BRCA1', 'TP53']
488	GO:BP	GO:0006468	protein phosphorylation	0.011478295646631	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1482	100	19	15719	0.19	0.0128205128205128	query_1	['GO:0016310', 'GO:0036211']	['HUS1', 'NBN', 'RAD50', 'PTEN', 'XRCC6', 'TERF2IP', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'ATM', 'MRE11', 'RAD51', 'AXIN2', 'CDK2', 'PRKDC', 'TNKS', 'TRIM27', 'TP53']
